"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","wdsp","NUM_COLLISIONS"
"256",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,70.1,4.1,652
"257",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,60.3,4.7,519
"258",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,60.4,2.9,476
"259",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,65.2,3.2,570
"260",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,57.8,5.4,627
"261",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,60,1.4,571
"262",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,64.3,2.9,536
"263",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,67.6,2.1,631
"264",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,67.7,3.6,546
"265",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,65.3,4.6,585
"266",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,57.5,3.7,661
"267",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,58.4,3.8,615
"268",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,62.5,2,539
"269",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,63,3.1,516
"270",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,61.8,3.3,553
"271",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,64.1,4.4,547
"272",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,63.7,2.4,506
"273",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,63.1,2.1,605
"274",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,68.2,2.3,616
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,72.7,3.6,647
"276",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,71.7,0.9,590
"277",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,73.5,2,658
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,69.5,3.5,497
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,67.2,4.7,404
"280",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,69.6,5.2,618
"281",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,60.8,5,574
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,58.3,7.2,529
"283",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,58.4,7.3,559
"284",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,63.3,8.1,621
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,65.2,8.9,556
"286",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,60.3,8.9,502
"287",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,58.2,2.8,440
"288",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,60,2.1,615
"289",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,60.6,3.1,548
"290",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,65.3,1.3,574
"291",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,63.5,6.4,680
"292",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,58.3,2.2,471
"293",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,57.4,5.5,490
"294",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,57.4,3.1,616
"295",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,59.5,3.8,540
"296",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,51.8,3.8,558
"297",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,47.4,6,632
"298",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,46.3,4.3,647
"299",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,47.9,5.5,626
"300",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,52.1,4.3,512
"301",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,51.5,3.7,620
"302",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,50.2,4.9,600
"303",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,52.8,1.8,558
"304",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,59.7,2.3,615
"305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,66.2,4.8,710
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,61.3,3.2,551
"307",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,49.6,5.3,415
"308",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,39.4,5.7,658
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,46.8,3.8,510
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,54.4,3,635
"311",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,57.8,4.8,646
"312",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,45,7.3,682
"313",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,43.7,4.8,571
"314",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,49.6,6,474
"315",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,48.2,6.5,456
"316",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,42.8,5,647
"317",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,33.1,5.6,593
"318",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,40.7,6.4,620
"319",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,50,4,617
"320",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,52.3,3.4,612
"321",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,54.6,2.1,533
"322",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,60.4,5.8,611
"323",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,47.1,8.9,600
"324",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,37.5,5.8,607
"325",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,42.1,4.2,628
"326",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,52.8,5.1,702
"327",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,46.3,7.2,536
"328",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,27.6,10.8,494
"329",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,27.5,5.6,710
"330",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,35.9,3.2,867
"331",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,48.5,7.9,742
"332",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,33.2,7.9,429
"333",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,33.7,2.4,437
"334",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,31.2,4.9,479
"335",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,41.3,2.1,420
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,45.1,2.2,549
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,44.8,2.7,553
"338",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,45.7,2.4,520
"339",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,52.8,2.6,573
"340",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,52.4,4.2,759
"341",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,38.2,6.1,567
"342",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,31.6,5.2,456
"343",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,34.6,6.8,639
"344",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,35.7,5.1,539
"345",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,30.1,6.8,605
"346",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,26.8,6.6,648
"347",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,27.8,5.5,695
"348",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,28.2,7,690
"349",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,33.1,8.1,450
"350",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,30.3,7.4,640
"351",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,27.3,5.2,703
"352",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,28.9,5.5,701
"353",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,36.5,4.8,607
"354",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,46.8,3,674
"355",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,55.4,7,595
"356",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,65.5,5.5,505
"357",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,59.8,3.7,707
"358",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,38.8,5.8,515
"359",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,24.8,5.2,257
"360",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,31.9,4.5,428
"361",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,35.2,5.2,476
"362",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,43,5.8,475
"363",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,45.9,5.4,394
"364",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,39.8,6.2,476
"365",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,26,4.4,465
"366",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,28.2,5.1,399
"367",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,28.5,9.8,603
"368",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,15.6,10.1,423
"369",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,15.8,4,418
"370",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,30.3,3.8,320
"371",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,45.6,6.3,518
"372",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,12.3,13,491
"373",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12.9,6.3,616
"374",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,25.3,2.8,561
"375",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,32.3,2.9,667
"376",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,47.7,5.6,465
"377",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,47.6,7.2,388
"378",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,42.7,4.4,568
"379",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,48.3,4.7,559
"380",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,42.6,3.3,583
"381",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,39.4,4.3,521
"382",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,37.8,4.3,589
"383",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,37.6,4.3,448
"384",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,29.1,4.3,380
"385",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,39,4.3,360
"386",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,25.2,4.3,1161
"387",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,12.3,4.3,498
"388",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,13.1,4.3,612
"389",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,14.7,4.3,705
"390",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,21.8,6.2,475
"391",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,21.4,6.9,465
"392",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,34.8,5.9,511
"393",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,17.8,6.5,504
"394",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,17.4,5.8,649
"395",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,21.2,3.1,657
"396",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,30.7,5,560
"397",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,39.1,2.4,507
"398",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,45.1,3.1,417
"399",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,35.5,5.3,960
"400",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,28.3,2.1,613
"401",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,31.8,6.4,468
"402",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,27.3,4.9,569
"403",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,27.6,5.6,675
"404",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,25.9,4.4,424
"405",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,25.5,3.8,450
"406",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,25.1,5.4,678
"407",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,21.7,5.2,636
"408",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,18.9,5,640
"409",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,29.9,10.6,447
"410",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,35.5,9.3,792
"411",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,35.6,6.5,516
"412",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,26.6,8.3,464
"413",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,23.7,5.5,491
"414",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,32,4.2,518
"415",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,38.4,3.9,552
"416",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,42.8,4.7,556
"417",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,39.4,6.3,545
"418",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,46,5.8,587
"419",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,48.6,4.1,414
"420",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,39.1,7.6,569
"421",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,28.2,7.3,513
"422",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,27.4,5,511
"423",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,24.6,5.7,571
"424",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,16.5,6.1,655
"425",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,27.2,3.4,497
"426",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,36.9,3.4,344
"427",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,25.3,5.7,440
"428",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,20.1,4.4,532
"429",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,31.3,3.2,491
"430",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,24.5,8.1,558
"431",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,30.2,6.8,533
"432",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,42.8,5.1,515
"433",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,41.4,5.6,404
"434",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,42.3,4.7,513
"435",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,53.6,4.6,510
"436",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,52.5,3.3,515
"437",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,28.7,11,545
"438",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,30.5,6.1,585
"439",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,49.9,6.6,519
"440",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,37,7.3,412
"441",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,28.9,7.5,519
"442",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,33.9,5.7,551
"443",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,36.9,6.2,525
"444",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,45.6,6.6,628
"445",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,44.1,8.2,589
"446",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,49.9,5.6,493
"447",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,40.9,5.8,427
"448",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,28,6.3,547
"449",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,32.4,4.1,474
"450",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,33.1,10.4,563
"451",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,30.5,6.7,538
"452",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,48,5.1,530
"453",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,50.7,6.6,569
"454",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,45.3,9.6,437
"455",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,43.5,8.2,559
"456",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,46.8,5,549
"457",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,47.3,1.9,519
"458",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,53.6,3,592
"459",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,44.4,6.5,622
"460",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,45.8,7.9,580
"461",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,45.3,4.3,484
"462",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,47.2,4.4,533
"463",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,52.6,5.6,606
"464",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,52.2,6.6,595
"465",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,50.5,5.8,645
"466",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,62.1,5.7,609
"467",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,60.4,3.6,578
"468",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,63,4.7,482
"469",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,67.3,6.4,514
"470",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,58.5,6.9,452
"471",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,38.8,7.3,570
"472",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,41.6,7.2,508
"473",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,41.4,5.1,496
"474",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,52.6,3.7,525
"475",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,52.1,6.6,393
"476",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,52,3.6,521
"477",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,59,4.3,459
"478",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,55.7,6.6,536
"479",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,50.5,8.1,586
"480",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,52.6,4.2,617
"481",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,53,5,549
"482",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,51.9,5.2,449
"483",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,54.5,3.6,597
"484",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,49.7,7.1,555
"485",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,44.2,7.7,651
"486",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2014,61.1,4.6,650
"487",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,63.4,3.7,698
"488",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2014,61.3,3.6,590
"489",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,57.6,5.1,451
"490",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,58.4,7.2,618
"491",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,60.3,3.4,565
"492",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,59.1,3.2,603
"493",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2014,55.9,3.7,596
"494",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,58,2.9,584
"495",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2014,65.6,3.3,550
"496",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,70.1,4,584
"497",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,73.8,1.7,581
"498",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,68.5,5,560
"499",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,58.2,4.7,638
"500",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2014,63.1,4.4,659
"501",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,65.9,5.6,700
"502",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2014,61.6,5.3,619
"503",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,60,4.3,507
"504",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,60.3,4.3,572
"505",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,66.2,2.9,650
"506",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,69.5,2.7,575
"507",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2014,62.7,2.5,593
"508",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,62.2,3.1,660
"509",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2014,60.2,3.4,486
"510",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,65.8,2,472
"511",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,74.7,3.7,433
"512",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,78.3,3.4,645
"513",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,61.5,6.3,538
