day,year,mo,da,pickup_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_TRIPS
6,2009,09,26,2009-09-26,59.1,44.1,1025.7,10.0,5.9,9.9,14.0,66.9,54.0,0.0,999.9,0,535047
7,2009,09,27,2009-09-27,62.6,61.1,1009.3,4.6,3.6,8.9,14.0,68.0,57.2,0.75,999.9,0,452024
1,2009,09,28,2009-09-28,63.5,58.4,1000.5,9.3,6.0,12.0,20.0,72.0,57.9,0.42,999.9,0,393072
2,2009,09,29,2009-09-29,60.1,48.4,1001.3,9.6,6.1,14.0,24.1,66.0,54.0,0.18,999.9,0,459106
3,2009,09,30,2009-09-30,56.6,45.4,1008.5,10.0,6.7,9.9,17.1,61.0,54.0,0.0,999.9,0,504505
4,2009,10,01,2009-10-01,51.7,40.6,1015.5,10.0,4.9,8.0,999.9,55.0,46.9,0.0,999.9,0,523009
5,2009,10,02,2009-10-02,54.3,45.2,1016.5,9.9,3.7,9.9,19.0,63.0,46.9,0.0,999.9,0,547031
6,2009,10,03,2009-10-03,64.9,62.9,1011.9,5.2,3.6,8.9,14.0,70.0,62.1,0.07,999.9,1,522853
7,2009,10,04,2009-10-04,65.2,58.5,1011.1,5.6,2.2,7.0,14.0,73.0,57.2,0.28,999.9,0,436158
1,2009,10,05,2009-10-05,59.1,44.5,1013.3,10.0,6.3,11.1,18.1,66.9,53.1,0.0,999.9,0,439893
2,2009,10,06,2009-10-06,57.7,43.8,1014.5,10.0,4.3,9.9,999.9,66.0,50.0,0.0,999.9,0,476496
3,2009,10,07,2009-10-07,62.6,50.7,1002.6,8.8,8.5,17.1,32.1,69.1,59.0,0.16,999.9,0,502680
4,2009,10,08,2009-10-08,57.7,39.7,1014.7,10.0,6.8,13.0,24.1,63.0,52.0,0.0,999.9,0,526548
5,2009,10,09,2009-10-09,62.5,50.8,1013.1,10.0,3.0,8.9,14.0,69.1,57.0,0.0,999.9,0,545705
6,2009,10,10,2009-10-10,62.2,53.1,1009.5,8.8,4.7,8.9,22.0,66.0,55.9,0.03,999.9,0,541761
7,2009,10,11,2009-10-11,54.5,38.5,1021.3,10.0,4.3,8.9,15.9,64.0,46.0,0.0,999.9,0,463646
1,2009,10,12,2009-10-12,49.7,32.3,1027.2,10.0,3.2,7.0,999.9,57.0,43.0,0.0,999.9,0,412750
2,2009,10,13,2009-10-13,54.2,41.6,1018.8,10.0,4.5,12.0,24.1,64.0,46.9,0.0,999.9,0,481219
3,2009,10,14,2009-10-14,47.1,33.0,1022.6,10.0,3.2,7.0,20.0,53.1,41.0,0.0,999.9,0,510052
4,2009,10,15,2009-10-15,43.6,34.4,1017.9,8.3,7.7,15.0,22.9,50.0,37.9,0.0,999.9,0,533333
5,2009,10,16,2009-10-16,40.7,36.0,1013.1,9.0,8.9,18.1,22.9,46.0,37.0,0.64,999.9,0,550645
6,2009,10,17,2009-10-17,45.1,34.1,1017.5,10.0,8.0,11.1,20.0,48.0,42.1,0.05,999.9,0,541136
7,2009,10,18,2009-10-18,43.7,38.0,1017.8,9.7,8.7,12.0,24.1,48.0,42.1,0.18,999.9,0,472394
1,2009,10,19,2009-10-19,45.1,31.2,1020.3,10.0,3.8,11.1,14.0,55.0,37.0,0.14,999.9,0,452765
2,2009,10,20,2009-10-20,53.5,36.2,1020.3,10.0,3.4,6.0,999.9,64.9,45.0,0.0,999.9,0,473346
3,2009,10,21,2009-10-21,59.2,46.0,1021.2,10.0,1.1,5.1,999.9,68.0,52.0,0.0,999.9,0,503957
4,2009,10,22,2009-10-22,62.3,46.7,1016.0,9.8,4.9,8.9,999.9,73.9,54.0,0.0,999.9,0,527704
5,2009,10,23,2009-10-23,57.4,43.5,1017.6,10.0,6.6,14.0,21.0,66.9,50.0,0.0,999.9,0,560164
6,2009,10,24,2009-10-24,59.5,58.5,1010.5,3.7,6.0,9.9,15.9,64.9,48.9,0.7,999.9,0,541727
7,2009,10,25,2009-10-25,58.6,45.6,1014.3,9.0,6.2,8.9,18.1,64.9,51.1,1.3,999.9,0,447544
1,2009,10,26,2009-10-26,53.0,37.8,1025.3,10.0,3.6,11.1,17.1,60.1,46.0,0.0,999.9,0,448371
2,2009,10,27,2009-10-27,53.0,49.0,1021.9,6.6,5.1,9.9,14.0,55.4,51.1,0.1,999.9,0,489586
3,2009,10,28,2009-10-28,53.3,52.2,1012.6,4.2,7.7,11.1,19.0,57.0,51.1,1.08,999.9,0,512175
4,2009,10,29,2009-10-29,52.3,45.5,1023.3,9.7,5.6,9.9,18.1,57.0,48.9,0.73,999.9,0,523549
5,2009,10,30,2009-10-30,53.7,46.5,1025.0,10.0,4.2,8.9,14.0,57.9,51.8,0.0,999.9,0,553500
6,2009,10,31,2009-10-31,62.0,57.4,1014.1,8.7,5.1,8.0,15.9,71.1,55.0,0.04,999.9,0,542854
7,2009,11,01,2009-11-01,56.1,43.9,1017.2,9.4,5.6,11.1,24.1,66.9,50.0,0.14,999.9,0,482402
1,2009,11,02,2009-11-02,50.7,37.3,1022.4,10.0,7.6,12.0,22.0,55.0,46.9,0.01,999.9,0,453816
2,2009,11,03,2009-11-03,51.0,39.3,1018.0,10.0,3.7,7.0,15.0,60.1,43.0,0.0,999.9,0,473233
3,2009,11,04,2009-11-04,46.9,30.1,1024.3,10.0,4.5,8.0,999.9,53.1,41.0,0.0,999.9,0,503664
4,2009,11,05,2009-11-05,48.0,33.9,1020.7,9.9,3.2,8.9,18.1,53.1,44.1,0.0,999.9,0,541229
5,2009,11,06,2009-11-06,43.2,28.5,1020.8,10.0,7.1,9.9,22.9,50.0,39.0,0.0,999.9,0,545020
6,2009,11,07,2009-11-07,42.7,27.7,1025.0,10.0,3.5,8.9,14.0,53.1,35.1,0.0,999.9,0,540723
7,2009,11,08,2009-11-08,54.7,41.4,1022.7,10.0,3.4,8.0,999.9,69.1,46.9,0.0,999.9,0,447257
1,2009,11,09,2009-11-09,57.8,47.9,1028.1,7.7,2.4,8.0,999.9,66.9,48.9,0.0,999.9,0,437656
2,2009,11,10,2009-11-10,60.4,47.7,1024.5,9.0,4.0,8.0,15.0,64.9,55.9,0.0,999.9,0,476906
3,2009,11,11,2009-11-11,54.5,35.7,1026.1,10.0,8.7,15.0,25.1,60.1,50.0,0.0,999.9,0,485349
4,2009,11,12,2009-11-12,48.1,31.7,1023.2,10.0,11.7,15.9,24.1,51.1,45.0,0.0,999.9,0,533748
5,2009,11,13,2009-11-13,50.6,40.4,1016.3,10.0,13.6,18.1,27.0,55.0,48.0,0.07,999.9,0,552893
6,2009,11,14,2009-11-14,53.8,52.2,1012.4,5.8,8.1,15.9,26.0,57.2,51.8,0.17,999.9,0,541479
7,2009,11,15,2009-11-15,58.2,54.4,1011.9,7.3,3.0,8.0,999.9,66.0,53.6,0.38,999.9,0,440872
1,2009,11,16,2009-11-16,56.4,44.3,1015.9,10.0,3.8,8.9,15.0,61.0,52.0,0.02,999.9,0,441757
2,2009,11,17,2009-11-17,50.0,27.3,1023.5,10.0,6.3,13.0,18.1,55.0,46.0,0.0,999.9,0,476922
3,2009,11,18,2009-11-18,47.5,37.7,1030.3,10.0,6.5,11.1,999.9,53.1,42.1,0.0,999.9,0,504612
4,2009,11,19,2009-11-19,50.9,45.0,1027.3,8.6,6.1,11.1,14.0,55.0,46.4,0.0,999.9,0,531206
5,2009,11,20,2009-11-20,56.8,48.2,1016.7,8.0,5.8,9.9,21.0,61.0,51.1,0.68,999.9,0,553471
6,2009,11,21,2009-11-21,50.3,36.7,1018.6,10.0,4.1,8.0,999.9,57.0,46.0,0.5,999.9,0,538366
7,2009,11,22,2009-11-22,49.1,37.9,1024.5,10.0,5.6,8.9,999.9,55.0,45.0,0.0,999.9,0,451511
1,2009,11,23,2009-11-23,47.5,38.5,1028.8,10.0,8.6,15.0,22.0,50.0,44.1,0.0,999.9,0,445075
2,2009,11,24,2009-11-24,50.9,44.6,1022.6,10.0,6.8,12.0,18.1,57.9,48.0,0.0,999.9,0,474969
3,2009,11,25,2009-11-25,50.0,46.2,1018.5,8.4,5.8,8.9,14.0,51.8,48.2,0.0,999.9,0,470537
4,2009,11,26,2009-11-26,52.1,47.7,1011.7,7.2,2.6,8.0,999.9,57.0,50.0,0.03,999.9,0,309751
5,2009,11,27,2009-11-27,47.9,39.2,998.7,10.0,7.1,14.0,25.1,51.8,45.0,0.0,999.9,0,354945
6,2009,11,28,2009-11-28,47.0,29.9,1001.6,10.0,11.0,15.9,27.0,50.0,43.0,0.0,999.9,0,423285
7,2009,11,29,2009-11-29,47.6,31.1,1011.6,10.0,4.5,11.1,17.1,59.0,39.0,0.0,999.9,0,392146
1,2009,11,30,2009-11-30,52.3,40.4,1004.8,9.4,6.1,8.9,19.0,57.9,44.1,0.0,999.9,0,450539
2,2009,12,01,2009-12-01,40.9,26.3,1012.5,10.0,7.1,9.9,18.1,46.9,35.1,0.27,999.9,0,486874
3,2009,12,02,2009-12-02,46.7,36.6,1019.8,9.9,3.1,9.9,19.0,54.0,41.0,0.0,999.9,0,504100
4,2009,12,03,2009-12-03,58.6,49.5,1001.9,7.9,8.6,14.0,26.0,64.9,51.8,1.14,999.9,0,533216
5,2009,12,04,2009-12-04,48.2,33.8,1016.6,10.0,5.2,8.9,15.0,52.0,44.1,0.73,999.9,0,561295
6,2009,12,05,2009-12-05,41.6,30.5,1018.2,7.8,5.7,11.1,15.9,46.9,33.1,0.0,999.9,0,576771
7,2009,12,06,2009-12-06,35.2,25.0,1020.9,9.7,6.8,12.0,21.0,37.9,33.1,0.64,999.9,0,454212
1,2009,12,07,2009-12-07,35.5,23.4,1025.6,10.0,3.5,8.0,999.9,39.0,32.0,0.0,999.9,0,468013
2,2009,12,08,2009-12-08,38.1,25.0,1024.6,9.9,6.3,11.1,17.1,44.1,34.0,0.0,999.9,0,504885
3,2009,12,09,2009-12-09,43.0,38.3,1009.8,5.2,6.7,15.0,24.1,52.0,33.1,0.56,999.9,0,518683
4,2009,12,10,2009-12-10,39.5,21.8,1001.0,10.0,10.0,15.0,28.0,51.1,32.0,0.92,999.9,0,557444
5,2009,12,11,2009-12-11,26.3,5.1,1016.7,10.0,11.7,19.0,28.9,32.0,21.0,0.0,999.9,0,596882
6,2009,12,12,2009-12-12,29.8,9.7,1030.1,10.0,7.2,14.0,22.0,37.0,25.0,0.0,999.9,0,563707
7,2009,12,13,2009-12-13,39.8,26.2,1028.3,7.4,5.6,9.9,19.0,52.0,34.0,0.0,999.9,0,485447
1,2009,12,14,2009-12-14,43.1,35.5,1015.8,9.6,5.0,8.9,17.1,46.4,39.9,0.95,999.9,0,467920
2,2009,12,15,2009-12-15,46.5,39.0,1013.3,9.5,5.6,8.9,17.1,52.0,44.1,0.0,999.9,0,508401
3,2009,12,16,2009-12-16,36.2,18.1,1020.7,10.0,8.9,13.0,24.1,46.9,30.0,0.0,999.9,0,546710
4,2009,12,17,2009-12-17,28.2,9.2,1024.0,10.0,10.3,15.0,24.1,30.9,25.0,0.0,999.9,0,566530
5,2009,12,18,2009-12-18,22.4,4.4,1024.2,10.0,5.3,12.0,18.1,30.0,16.0,0.0,999.9,0,581923
6,2009,12,19,2009-12-19,26.7,3.2,1012.6,8.1,8.3,15.9,22.0,30.0,24.1,0.0,999.9,0,488811
7,2009,12,20,2009-12-20,25.8,14.5,1005.4,5.3,9.0,14.0,25.1,34.0,21.0,1.04,999.9,1,312230
1,2009,12,21,2009-12-21,31.2,16.4,1011.6,10.0,9.2,13.0,29.9,36.0,28.0,0.13,9.8,0,425440
2,2009,12,22,2009-12-22,31.7,17.0,1017.3,10.0,8.2,12.0,22.0,36.0,28.0,0.0,7.1,0,455090
3,2009,12,23,2009-12-23,24.7,8.9,1021.7,10.0,8.7,15.9,22.9,32.0,19.9,0.0,7.1,0,456094
4,2009,12,24,2009-12-24,29.9,18.7,1026.2,10.0,5.6,11.1,22.9,39.0,24.1,0.0,5.1,0,382635
5,2009,12,25,2009-12-25,35.3,28.2,1029.3,9.8,6.4,14.0,21.0,37.9,32.0,0.0,3.9,0,233221
6,2009,12,26,2009-12-26,39.1,37.0,1024.1,6.6,11.4,17.1,22.9,44.6,35.6,0.31,2.0,0,320616
7,2009,12,27,2009-12-27,49.8,39.9,1011.0,6.7,7.2,12.0,22.9,55.4,44.6,1.74,999.9,0,312947
1,2009,12,28,2009-12-28,39.3,23.5,1005.8,10.0,6.9,12.0,21.0,45.0,33.1,0.33,999.9,0,375455
2,2009,12,29,2009-12-29,24.6,6.1,1012.1,10.0,12.1,22.9,35.0,33.1,17.1,0.0,999.9,0,447016
3,2009,12,30,2009-12-30,23.4,8.4,1028.7,10.0,5.7,17.1,26.0,32.0,16.0,0.0,999.9,0,429635
4,2009,12,31,2009-12-31,31.7,22.4,1023.3,7.8,4.1,9.9,15.0,35.6,30.0,0.0,999.9,1,461201
